ทำเนียบท้องที่,Unnamed: 1,Unnamed: 2,Unnamed: 3
รหัสจังหวัด 2 หลัก // อำเภอ 2 หลัก // ตำบล 2 หลัก,,,
ข้อมูล ณ วันที่ 1 กันยายน 2566,,,
,,,
รหัสจังหวัด 2 หลัก//อำเภอ 4 หลัก//ตำบล 6 หลัก,จังหวัด/อำเภอ/ตำบล ภาษาไทย,จังหวัด/อำเภอ/ตำบล ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
60110900,บ้านไร่,Ban Rai,0
60111000,เนินขี้เหล็ก,Noen Khilek,0
60111100,แม่เล่ย์*,Mae Le,25490101
60111200,แม่วงก์*,Mae Wong,25490101
60111300,วังซ่าน*,Wang San,25490101
60111400,เขาชนกัน*,Khao Chon Kan,25490101
60111500,ปางสวรรค์*,Pang Sawan,25490101
60111600,ศาลเจ้าไก่ต่อ,San Chao Kai To,0
60111700,สระแก้ว,Sa Kaeo,0
60120000,ตากฟ้า,Tak Fa,0
60120100,ตากฟ้า,Tak Fa,0
60120200,ลำพยนต์,Lam Phayon,0
60120300,สุขสำราญ,Suk Samran,0
60120400,หนองพิกุล,Nong Phikun,0
60120500,พุนกยูง,Phu Nok Yung,0
60120600,อุดมธัญญา,Udom Thanya,0
60120700,เขาชายธง,Khao Chai Thong,0
60130000,แม่วงก์,Mae Wong,0
60130100,แม่วงก์,Mae Wong,0
60130200,ห้วยน้ำหอม*,Huai Nam Hom,25490101
60130300,แม่เล่ย์,Mae Le,0
60130400,วังซ่าน,Wang San,0
60130500,เขาชนกัน,Khao Chon Kan,0
60130600,ปางสวรรค์*,Pang Sawan,25490101
60130700,แม่เปิน*,Mae Poen,25490101
60130800,ชุมตาบง*,Chum Ta Bong,25490101
60140000,แม่เปิน,Mae Poen,0
60140100,แม่เปิน,Mae Poen,0
60150000,ชุมตาบง,Chum Ta Bong,0
60150100,ชุมตาบง,Chum Ta Bong,0
60150200,ปางสวรรค์,Pang Sawan,0
60510000,สาขาตำบลห้วยน้ำหอม*,Huai Nam Hom Branch,25490101
60520000,กิ่งอำเภอชุมตาบง (สาขาตำบลชุมตาบง)*,Chum Ta Bong Minor District (Chum Ta Bong Branch),25490101
60530000,แม่วงก์ (สาขาตำบลแม่เล่ย์)*,Mae Wong (Mae Le Branch),25490101
61000000,อุทัยธานี,Uthai Thani,0
61010000,เมืองอุทัยธานี,Mueang Uthai Thani,0
61010100,อุทัยใหม่,Uthai Mai,0
61010200,น้ำซึม,Nam Suem,0
61010300,สะแกกรัง,Sakae Krang,0
61010400,ดอนขวาง,Don Khwang,0
61010500,หาดทนง,Hat Thanong,0
61010600,เกาะเทโพ,Ko Thepho,0
61010700,ท่าซุง,Tha Sung,0
61010800,หนองแก,Nong Kae,0
61010900,โนนเหล็ก,Non Lek,0
61011000,หนองเต่า,Nong Tao,0
61011100,หนองไผ่แบน,Nong Phai Baen,0
61011200,หนองพังค่า,Nong Phang Kha,0
61011300,ทุ่งใหญ่,Thung Yai,0
61011400,เนินแจง,Noen Chaeng,0
61019900,ข้าวเม่า*,Khao Mao,25490101
61020000,ทัพทัน,Thap Than,0
61020100,ทัพทัน,Thap Than,0
61020200,ทุ่งนาไทย,Thung Na Thai,0
61020300,เขาขี้ฝอย,Khao Khi Foi,0
61020400,หนองหญ้าปล้อง,Nong Ya Plong,0
61020500,โคกหม้อ,Khok Mo,0
61020600,หนองยายดา,Nong Yai Da,0
61020700,หนองกลางดง,Nong Klang Dong,0
61020800,หนองกระทุ่ม,Nong Krathum,0
61020900,หนองสระ,Nong Sa,0
61021000,ตลุกดู่,Taluk Du,0
61030000,สว่างอารมณ์,Sawang Arom,0
61030100,สว่างอารมณ์,Sawang Arom,0
61030200,หนองหลวง,Nong Luang,0
61030300,พลวงสองนาง,Phluang Song Nang,0
61030400,ไผ่เขียว,Phai Khiao,0
61030500,บ่อยาง,Bo Yang,0
61040000,หนองฉาง,Nong Chang,0
61040100,หนองฉาง,Nong Chang,0
61040200,หนองยาง,Nong Yang,0
61040300,หนองนางนวล,Nong Nangnuan,0
61040400,หนองสรวง,Nong Suang,0
61040500,บ้านเก่า,Ban Kao,0
61040600,อุทัยเก่า,Uthai Kao,0
61040700,ทุ่งโพ,Thung Pho,0
61040800,ทุ่งพง,Thung Phong,0
61040900,เขาบางแกรก,Khao Bang Kraek,0
61041000,เขากวางทอง,Khao Kwang Thong,0
61050000,หนองขาหย่าง,Nong Khayang,0
61050100,หนองขาหย่าง,Nong Khayang,0
61050200,หนองไผ่,Nong Phai,0
61050300,ดอนกลอย,Don Kloi,0
61050400,ห้วยรอบ,Huai Rop,0
61050500,ทุ่งพึ่ง,Thung Phueng,0
61050600,ท่าโพ,Tha Pho,0
61050700,หมกแถว,Mok Thaeo,0
61050800,หลุมเข้า,Lum Khao,0
61050900,ดงขวาง,Dong Khwang,0
61060000,บ้านไร่,Ban Rai,0
61060100,บ้านไร่,Ban Rai,0
61060200,ทัพหลวง,Thap Luang,0
61060300,ห้วยแห้ง,Huai Haeng,0
61060400,คอกควาย,Khok Khwai,0
61060500,วังหิน,Wang Hin,0
61060600,เมืองการุ้ง,Mueang Karung,0
61060700,แก่นมะกรูด,Kaen Makrut,0
61060900,หนองจอก,Nong Chok,0
61061000,หูช้าง,Hu Chang,0
61061100,บ้านบึง,Ban Bueng,0
61061200,บ้านใหม่คลองเคียน,Ban Mai Khlong Khian,0
61061300,หนองบ่มกล้วย,Nong Bom Kluai,0
61061400,เจ้าวัด,Chao Wat,0
61069500,ห้วยคต*,Huai Khot,25490101
61069600,สุขฤทัย*,Suk Ruethai,25490101
61069700,ป่าอ้อ*,Pa O,25490101
61069800,ประดู่ยืน*,Pradu Yuen,25490101
61069900,ลานสัก*,Lan Sak,25490101
61070000,ลานสัก,Lan Sak,0
61070100,ลานสัก,Lan Sak,0
61070200,ประดู่ยืน,Pradu Yuen,0
61070300,ป่าอ้อ,Pa O,0
61070400,ระบำ,Rabam,0
61070500,น้ำรอบ,Nam Rop,0
61070600,ทุ่งนางาม,Thung Na Ngam,0
61080000,ห้วยคต,Huai Khot,0
61080100,สุขฤทัย,Suk Ruethai,0
61080200,ทองหลาง,Thong Lang,0
61080300,ห้วยคต,Huai Khot,0
62000000,กำแพงเพชร,Kamphaeng Phet,0
62010000,เมืองกำแพงเพชร,Mueang Kamphaeng Phet,0
62010100,ในเมือง,Nai Mueang,0
62010200,ไตรตรึงษ์,Traitrueng,0
62010300,อ่างทอง,Ang Thong,0
62010400,นาบ่อคำ,Na Bo Kham,0
62010500,นครชุม,Nakhon Chum,0
62010600,ทรงธรรม,Song Tham,0
62010700,ลานดอกไม้,Lan Dokmai,0
62010800,ลานดอกไม้ตก*,Lan Dokmai Tok,25490101
62010900,โกสัมพี*,Kosamphi,25490101
62011000,หนองปลิง,Nong Pling,0
62011100,คณฑี,Khonthi,0
62011200,นิคมทุ่งโพธิ์ทะเล,Nikhom Thung Phothale,0
62011300,เทพนคร,Thep Nakhon,0
62011400,วังทอง,Wang Thong,0
62011500,ท่าขุนราม,Tha Khun Ram,0
62011600,เพชรชมภู*,Phet Chomphu,25490101
62011700,คลองแม่ลาย,Khlong Mae Lai,0
62011800,ธำมรงค์,Thammarong,0
62011900,สระแก้ว,Sa Kaeo,0
62019700,หนองคล้า*,Nang Khla,25490101
62019800,โป่งน้ำร้อน*,Pong Nam Ron,25490101
62019900,ไทรงาม*,Sai Ngam,25490101
62020000,ไทรงาม,Sai Ngam,0
62020100,ไทรงาม,Sai Ngam,0
62020200,หนองคล้า,Nang Khla,0
62020300,หนองทอง,Nong Thong,0
62020400,หนองไม้กอง,Nong Mai Kong,0
62020500,มหาชัย,Maha Chai,0
62020600,พานทอง,Phan Thong,0
62020700,หนองแม่แตง,Nong Mae Taeng,0
62030000,คลองลาน,Khlong Lan,0
62030100,คลองน้ำไหล,Khlong Nam Lai,0
62030200,โป่งน้ำร้อน,Pong Nam Ron,0
62030300,คลองลานพัฒนา,Khlong Lan Phatthana,0
62030400,สักงาม,Sak Ngam,0
62040000,ขาณุวรลักษบุรี,Khanu Woralaksaburi,0
62040100,วังชะโอน*,Wang Cha-on,25490101
62040200,ระหาน*,Rahan,25490101
62040300,ยางสูง,Yang Sung,0
62040400,ป่าพุทรา,Pa Phutsa,0
62040500,แสนตอ,Saen To,0
62040600,สลกบาตร,Salokbat,0
62040700,บ่อถ้ำ,Bo Tham,0
62040800,ดอนแตง,Don Taeng,0
62040900,วังชะพลู,Wang Chaphlu,0
62041000,โค้งไผ่,Khong Phai,0
62041100,ปางมะค่า,Pang Makha,0
62041200,วังหามแห,Wang Ham Hae,0
62041300,เกาะตาล,Ko Tan,0
62041400,บึงสามัคคี*,Bueng Samakkhi,25490101
62050000,คลองขลุง,Khlong Khlung,0
62050100,คลองขลุง,Khlong Khlung,0
62050200,ท่ามะเขือ,Tha Makhuea,0
62050300,ททุ่งทราย*,Thung Sai,25490101
62050400,ท่าพุทรา,Tha Phutsa,0
62050500,แม่ลาด,Mae Lat,0
62050600,วังยาง,Wang Yang,0
62050700,วังแขม,Wang Khaem,0
62050800,หัวถนน,Hua Thanon,0
62050900,วังไทร,Wang Sai,0
62051000,โพธิ์ทอง*,Pho Thong,25490101
62051100,ปางตาไว*,Pang Ta Wai,25490101
62051200,ถถาวรวัฒนา*,Thawon Watthana,25490101
62051300,วังบัว,Wang Bua,0
62051400,ทุ่งทอง*,Thung Thong,25490101
62051500,หินดาต*,Hin Dat,25490101
62051600,คลองสมบูรณ์,Khlong Sombun,0
62059900,ทุ่งทราย*,Thung Sai,25490101
62060000,พรานกระต่าย,Phran Kratai,0
62060100,พรานกระต่าย,Phran Kratai,0
62060200,หนองหัววัว,Nong Hua Wua,0
62060300,ท่าไม้,Tha Mai,0
62060400,วังควง,Wang Khuang,0
62060500,วังตะแบก,Wang Tabaek,0
62060600,เขาคีริส,Khao Khirit,0
62060700,คุยบ้านโอง,Khui Ban Ong,0
62060800,คลองพิไกร,Khlong Phikrai,0
62060900,ถ้ำกระต่ายทอง,Tham Kratai Thong,0
62061000,ห้วยยั้ง,Huai Yang,0
62070000,ลานกระบือ,Lan Krabue,0
62070100,ลานกระบือ,Lan Krabue,0
62070200,ช่องลม,Chong Lom,0
62070300,หนองหลวง,Nong Luang,0
62070400,โนนพลวง,Non Phluang,0
62070500,ประชาสุขสันต์,Pracha Suk San,0
62070600,บึงทับแรต,Bueng Thap Raet,0
62070700,จันทิมา,Chanthima,0
62080000,ทรายทองวัฒนา,Sai Thong Watthana,0
62080100,ทุ่งทราย,Thung Sai,0
62080200,ทุ่งทอง,Thung Thong,0
62080300,ถาวรวัฒนา,Thawon Watthana,0
62090000,ปางศิลาทอง,Pang SiLa Thong,0
62090100,โพธิ์ทอง,Pho Thong,0
62090200,หินดาต,Hin Dat,0
62090300,ปางตาไว,Pang Ta Wai,0
62100000,บึงสามัคคี,Bueng Samakkhi,0
62100100,บึงสามัคคี,Bueng Samakkhi,0
62100200,วังชะโอน,Wang Cha-on,0
62100300,ระหาน,Rahan,0
62100400,เทพนิมิต,Thep Nimit,0
62110000,โกสัมพีนคร,Kosamphi Nakhon,0
62110100,โกสัมพี,Kosamphi,0
62110200,เพชรชมภู,Phet Chomphu,0
62110300,ลานดอกไม้ตก,Lan Dokmai Tok,0
63000000,ตาก,Tak,0
63010000,เมืองตาก,Mueang Tak,0
63010100,ระแหง,Rahaeng,0
63010200,หนองหลวง,Nong Luang,0
63010300,เชียงเงิน,Chiang Ngoen,0
63010400,หัวเดียด,Hua Diat,0
63010500,หนองบัวเหนือ,Nong Bua Nuea,0
63010600,ไม้งาม,Mai Ngam,0
63010700,โป่งแดง,Pong Daeng,0
63010800,น้ำรึม,Nam Ruem,0
63010900,วังหิน,Wang Hin,0
63011000,เชียงทอง*,Chiang Thong,25490101
63011100,แม่ท้อ,Mae Tho,0
63011200,ป่ามะม่วง,Pa Mamuang,0
63011300,หนองบัวใต้,Nong Bua Tai,0
63011400,วังประจบ,Wang Prachop,0
63011500,ตลุกกลางทุ่ง,Taluk Klang Thung,0
63011600,นาโบสถ์*,Na Bot,25490101
63011700,ประดาง*,Pradang,25490101
63020000,บ้านตาก,Ban Tak,0
63020100,ตากออก,Tak Ok,0
63020200,สมอโคน,Samo Khon,0
63020300,แม่สลิด,Mae Salit,0
63020400,ตากตก,Tak Tok,0
63020500,เกาะตะเภา,Ko Taphao,0
63020600,ทุ่งกระเชาะ,Thung Kracho,0
63020700,ท้องฟ้า,Thong Fa,0
63030000,สามเงา,Sam Ngao,0
63030100,สามเงา,Sam Ngao,0
63030200,วังหมัน,Wang Man,0
63030300,ยกกระบัตร,Yokkrabat,0
63030400,ย่านรี,Yan Ri,0
63030500,บ้านนา,Ban Na,0
63030600,วังจันทร์,Wang Chan,0
63040000,แม่ระมาด,Mae Ramat,0
63040100,แม่ระมาด,Mae Ramat,0
63040200,แม่จะเรา,Mae Charao,0
63040300,ขะเนจื้อ,Khanechue,0
63040400,แม่ตื่น,Mae Tuen,0
63040500,สามหมื่น,Sam Muen,0
63040600,พระธาตุ,Phra That,0
63050000,ท่าสองยาง,Tha Song Yang,0
63050100,ท่าสองยาง,Tha Song Yang,0
63050200,แม่ต้าน,Mae Tan,0
63050300,แม่สอง,Mae Song,0
63050400,แม่หละ,Mae La,0
63050500,แม่วะหลวง,Mae Wa Luang,0
63050600,แม่อุสุ,Mae U-su,0
63060000,แม่สอด,Mae Sot,0
63060100,แม่สอด,Mae Sot,0
63060200,แม่กุ,Mae Ku,0
63060300,พะวอ,Phawo,0
63060400,แม่ตาว,Mae Tao,0
63060500,แม่กาษา,Mae Kasa,0
63060600,ท่าสายลวด,Tha Sai Luat,0
63060700,แม่ปะ,Mae Pa,0
63060800,มหาวัน,Maha Wan,0
63060900,ด่านแม่ละเมา,Dan Mae Lamao,0
63061000,พระธาตุผาแดง,Phra That Pha Daeng,0
63070000,พบพระ,Phop Phra,0
63070100,พบพระ,Phop Phra,0
63070200,ช่องแคบ,Chong Khaep,0
63070300,คีรีราษฎร์,Khiri Rat,0
63070400,วาเล่ย์,Wale,0
63070500,รวมไทยพัฒนา,Ruam Thai Phatthana,0
63080000,อุ้มผาง,Umphang,0
63080100,อุ้มผาง,Umphang,0
63080200,หนองหลวง,Nong Luang,0
63080300,โมโกร,Mokro,0
63080400,แม่จัน,Mae Chan,0
63080500,แม่ละมุ้ง,Mae Lamung,0
63080600,แม่กลอง,Mae Klong,0
63090000,วังเจ้า,Wang Chao,0
63090100,เชียงทอง,Chiang Thong,0
63090200,นาโบสถ์,Na Bot,0
63090300,ประดาง,Pradang,0
63810000,กิ่ง อ.ท่าปุย  จ.ตาก*, ,25490101
64000000,สุโขทัย,Sukhothai,0
64010000,เมืองสุโขทัย,Mueang Sukhothai,0
64010100,ธานี,Thani,0
64010200,บ้านสวน,Ban Suan,0
64010300,เมืองเก่า,Mueang Kao,0
64010400,ปากแคว,Pak Khwae,0
64010500,ยางซ้าย,Yang Sai,0
64010600,บ้านกล้วย,Ban Kluai,0
64010700,บ้านหลุม,Ban Lum,0
64010800,ตาลเตี้ย,Tan Tia,0
64010900,ปากพระ,Pak Phra,0
64011000,วังทองแดง,Wang Thongdaeng,0
64020000,บ้านด่านลานหอย,Ban Dan Lan Hoi,0
64020100,ลานหอย,Lan Hoi,0
64020200,บ้านด่าน,Ban Dan,0
64020300,วังตะคร้อ,Wang Takhro,0
64020400,วังน้ำขาว,Wang Nam Khao,0
64020500,ตลิ่งชัน,Taling Chan,0
64020600,หนองหญ้าปล้อง,Nong Ya Plong,0
64020700,วังลึก,Wang Luek,0
64030000,คีรีมาศ,Khiri Mat,0
64030100,โตนด,Tanot,0
64030200,ทุ่งหลวง,Thung Luang,0
64030300,บ้านป้อม,Ban Pom,0
64030400,สามพวง,Sam Phuang,0
64030500,ศรีคีรีมาศ,Si Khiri Mat,0
64030600,หนองจิก,Nong Chik,0
64030700,นาเชิงคีรี,Na Choeng Khiri,0
64030800,หนองกระดิ่ง,Nong Krading,0
64030900,บ้านน้ำพุ,Ban Namphu,0
64031000,ทุ่งยางเมือง,Thung Yang Mueang,0
64040000,กงไกรลาศ,Kong Krailat,0
64040100,กง,Kong,0
64040200,บ้านกร่าง,Ban Krang,0
64040300,ไกรนอก,Krai Nok,0
64040400,ไกรกลาง,Krai Klang,0
64040500,ไกรใน,Krai Nai,0
64040600,ดงเดือย,Dong Dueai,0
64040700,ป่าแฝก,Pa Faek,0
64040800,กกแรต,Kok Raet,0
64040900,ท่าฉนวน,Tha Chanuan,0
64041000,หนองตูม,Nong Tum,0
64041100,บ้านใหม่สุขเกษม,Ban Mai Suk Kasem,0
64050000,ศรีสัชนาลัย,Si Satchanalai,0
64050100,หาดเสี้ยว,Hat Siao,0
64050200,ป่างิ้ว,Pa Ngio,0
64050300,แม่สำ,Mae Sam,0
64050400,แม่สิน,Mae Sin,0
64050500,บ้านตึก,Ban Tuek,0
64050600,หนองอ้อ,Nong O,0
64050700,ท่าชัย,Tha Chai,0
64050800,ศรีสัชนาลัย,Si Satchanalai,0
64050900,ดงคู่,Dong Khu,0
64051000,บ้านแก่ง,Ban Kaeng,0
64051100,สารจิตร,Sarachit,0
64060000,ศรีสำโรง,Si Samrong,0
64060100,คลองตาล,Khlong Tan,0
64060200,วังลึก,Wang Luek,0
64060300,สามเรือน,Sam Ruean,0
64060400,บ้านนา,Ban Na,0
64060500,วังทอง,Wang Thong,0
64060600,นาขุนไกร,Na Khun Krai,0
64060700,เกาะตาเลี้ยง,Ko Ta Liang,0
64060800,วัดเกาะ,Wat Ko,0
64060900,บ้านไร่,Ban Rai,0
64061000,ทับผึ้ง,Thap Phueng,0
64061100,บ้านซ่าน,Ban San,0
64061200,วังใหญ่,Wang Yai,0
64061300,ราวต้นจันทร์,Rao Ton Chan,0
64070000,สวรรคโลก,Sawankhalok,0
64070100,เมืองสวรรคโลก,Mueang Sawankhalok,0
64070200,ในเมือง,Nai Mueang,0
64070300,คลองกระจง,Khlong Krachong,0
64070400,วังพิณพาทย์,Wang Phinphat,0
64070500,วังไม้ขอน,Wang Mai Khon,0
64070600,ย่านยาว,Yan Yao,0
64070700,นาทุ่ง,Na Thung,0
64070800,คลองยาง,Khlong Yang,0
64070900,เมืองบางยม,Mueang Bang Yom,0
64071000,ท่าทอง,Tha Thong,0
64071100,ปากน้ำ,Paknam,0
64071200,ป่ากุมเกาะ,Pa Kum Ko,0
64071300,เมืองบางขลัง,Mueang Bang Khlang,0
64071400,หนองกลับ,Nong Klap,0
64079500,ประชาราษฎร์*,Pracharat,25490101
64079600,คลองมะพลับ*,Khlong Maphlap,25490101
64079700,น้ำขุม*,Nam Khum,25490101
64079800,นครเดิฐ*,Nakhon Doet,25490101
64079900,ศรีนคร*,Si Nakhon,25490101
64080000,ศรีนคร,Si Nakhon,0
64080100,ศรีนคร,Si Nakhon,0
64080200,นครเดิฐ,Nakhon Doet,0
64080300,น้ำขุม,Nam Khum,0
64080400,คลองมะพลับ,Khlong Maphlap,0
64080500,หนองบัว,Nong Bua,0
64090000,ทุ่งเสลี่ยม,Thung Saliam,0
64090100,บ้านใหม่ไชยมงคล,Ban Mai Chai Mongkhon,0
64090200,ไทยชนะศึก,Thai Chana Suek,0
64090300,ทุ่งเสลี่ยม,Thung Saliam,0
64090400,กลางดง,Klang Dong,0
64090500,เขาแก้วศรีสมบูรณ์,Khao Kaeo Si Sombun,0
65000000,พิษณุโลก,Phitsanulok,0
65010000,เมืองพิษณุโลก,Mueang Phitsanulok,0
65010100,ในเมือง,Nai Mueang,0
65010200,วังน้ำคู้,Wang Nam Khu,0
65010300,วัดจันทร์,Wat Chan,0
65010400,วัดพริก,Wat Phrik,0
65010500,ท่าทอง,Tha Thong,0
65010600,ท่าโพธิ์,Tha Pho,0
65010700,สมอแข,Samo Khae,0
65010800,ดอนทอง,Don Thong,0
65010900,บ้านป่า,Ban Pa,0
65011000,ปากโทก,Pak Thok,0
65011100,หัวรอ,Hua Ro,0
65011200,จอมทอง,Chom Thong,0
65011300,บ้านกร่าง,Ban Krang,0
65011400,บ้านคลอง,Ban Khlong,0
65011500,พลายชุมพล,Phlai Chumphon,0
65011600,มะขามสูง,Makham Sung,0
65011700,อรัญญิก,Aranyik,0
65011800,บึงพระ,Bueng Phra,0
65011900,ไผ่ขอดอน,Phai Kho Don,0
65012000,งิ้วงาม,Ngio Ngam,0
65020000,นครไทย,Nakhon Thai,0
65020100,นครไทย,Nakhon Thai,0
65020200,หนองกะท้าว,Nong Kathao,0
65020300,บ้านแยง,Ban Yaeng,0
65020400,เนินเพิ่ม,Noen Phoem,0
65020500,นาบัว,Na Bua,0
65020600,นครชุม,Nakhon Chum,0
65020700,น้ำกุ่ม,Nam Kum,0
65020800,ยางโกลน,Yang Klon,0
65020900,บ่อโพธิ์,Bo Pho,0
65021000,บ้านพร้าว,Ban Phrao,0
65021100,ห้วยเฮี้ย,Huai Hia,0
65030000,ชาติตระการ,Chat Trakan,0
65030100,ป่าแดง,Pa Daeng,0
65030200,ชาติตระการ,Chat Trakan,0
65030300,สวนเมี่ยง,Suan Miang,0
65030400,บ้านดง,Ban Dong,0
65030500,บ่อภาค,Bo Phak,0
65030600,ท่าสะแก,Tha Sakae,0
65040000,บางระกำ,Bang Rakam,0
65040100,บางระกำ,Bang Rakam,0
65040200,ปลักแรด,Plak Raet,0
65040300,พันเสา,Phan Sao,0
65040400,วังอิทก,Wang Ithok,0
65040500,บึงกอก,Bueng Kok,0
65040600,หนองกุลา,Nong Kula,0
65040700,ชุมแสงสงคราม,Chum Saeng Songkhram,0
65040800,นิคมพัฒนา,Nikhom Phatthana,0
65040900,บ่อทอง,Bo Thong,0
65041000,ท่านางงาม,Tha Nang Ngam,0
65041100,คุยม่วง,Khui Muang,0
65050000,บางกระทุ่ม,Bang Krathum,0
65050100,บางกระทุ่ม,Bang Krathum,0
65050200,บ้านไร่,Ban Rai,0
65050300,โคกสลุด,Khok Salut,0
65050400,สนามคลี,Sanam Khli,0
65050500,ท่าตาล,Tha Tan,0
65050600,ไผ่ล้อม,Phai Lom,0
65050700,นครป่าหมาก,Nakhon Pa Mak,0
65050800,เนินกุ่ม,Noen Kum,0
65050900,วัดตายม,Wat Ta Yom,0
65060000,พรหมพิราม,Phrom Phiram,0
65060100,พรหมพิราม,Phrom Phiram,0
65060200,ท่าช้าง,Tha Chang,0
65060300,วงฆ้อง,Wong Khong,0
65060400,มะตูม,Matum,0
65060500,หอกลอง,Ho Klong,0
65060600,ศรีภิรมย์,Si Phirom,0
65060700,ตลุกเทียม,Taluk Thiam,0
65060800,วังวน,Wang Won,0
65060900,หนองแขม,Nong Khaem,0
65061000,มะต้อง,Matong,0
65061100,ทับยายเชียง,Thap Yai Chiang,0
65061200,ดงประคำ,Dong Prakham,0
65070000,วัดโบสถ์,Wat Bot,0
65070100,วัดโบสถ์,Wat Bot,0
65070200,ท่างาม,Tha Ngam,0
65070300,ท้อแท้,Thothae,0
65070400,บ้านยาง,Ban Yang,0
65070500,หินลาด,Hin Lat,0
65070600,คันโช้ง,Khan Chong,0
65080000,วังทอง,Wang Thong,0
65080100,วังทอง,Wang Thong,0
65080200,พันชาลี,Phan Chali,0
65080300,แม่ระกา,Mae Raka,0
65080400,บ้านกลาง,Ban Klang,0
65080500,วังพิกุล,Wang Phikun,0
65080600,แก่งโสภา,Kaeng Sopha,0
65080700,ท่าหมื่นราม,Tha Muen Ram,0
65080800,วังนกแอ่น,Wang Nok Aen,0
65080900,หนองพระ,Nong Phra,0
65081000,ชัยนาม,Chai Nam,0
65081100,ดินทอง,Din Thong,0
65089500,บ้านน้อยซุ้มขี้เหล็ก*,Ban Noi Sum Khilek,25490101
65089600,วังโพรง*,Wang Phrong,25490101
65089700,ไทรย้อย*,Sai Yoi,25490101
65089800,บ้านมุง*,Ban Mung,25490101
65089900,ชมพู*,Chomphu,25490101
65090000,เนินมะปราง,Noen Maprang,0
65090100,ชมพู,Chomphu,0
65090200,บ้านมุง,Ban Mung,0
65090300,ไทรย้อย,Sai Yoi,0
65090400,วังโพรง,Wang Phrong,0
65090500,บ้านน้อยซุ้มขี้เหล็ก,Ban Noi Sum Khilek,0
65090600,เนินมะปราง,Noen Maprang,0
65090700,วังยาง,Wang Yang,0
65090800,โคกแหลม*,Khok Laem,25550514
66000000,พิจิตร,Phichit,0
66010000,เมืองพิจิตร,Mueang Phichit,0
66010100,ในเมือง,Nai Mueang,0
66010200,ไผ่ขวาง,Phai Khwang,0
66010300,ย่านยาว,Yan Yao,0
66010400,ท่าฬ่อ,Tha Lo,0
66010500,ปากทาง,Pak Thang,0
66010600,คลองคะเชนทร์,Khlong Khachen,0
66010700,โรงช้าง,Rong Chang,0
66010800,เมืองเก่า,Mueang Kao,0
66010900,ท่าหลวง,Tha Luang,0
66011000,บ้านบุ่ง,Ban Bung,0
66011100,ฆะมัง,Khamang,0
66011200,ดงป่าคำ,Dong Pa Kham,0
66011300,หัวดง,Hua Dong,0
66011400,หนองปล้อง*,Nong Plong,25490101
66011500,ป่ามะคาบ,Pa Makhap,0
66011600,สากเหล็ก*,Sak Lek,25490101
66011700,ท่าเยี่ยม*,Tha Yiam,25490101
66011800,คลองทราย*,Khlong Sai,25490101
66011900,สายคำโห้,Sai Kham Ho,0
66012000,ดงกลาง,Dong Klang,0
66019200,ไผ่รอบ*,Phai Rop,25490101
66019300,วังจิก*,Wang Chik,25490101
66019400,โพธิ์ประทับช้าง*,Pho Prathap Chang,25490101
66019500,ไผ่ท่าโพ*,Phai Tha Pho,25490101
66019600,วังจิก*,Wang Chik,25490101
66019700,หนองพระ*,Nong Phra,25490101
66019800,หนองปลาไหล*,Nong Pla Lai,25490101
66019900,วังทรายพูน*,Wang Sai Phun,25490101
66020000,วังทรายพูน,Wang Sai Phun,0
66020100,วังทรายพูน,Wang Sai Phun,0
66020200,หนองปลาไหล,Nong Pla Lai,0
66020300,หนองพระ,Nong Phra,0
66020400,หนองปล้อง,Nong Plong,0
66030000,โพธิ์ประทับช้าง,Pho Prathap Chang,0
66030100,โพธิ์ประทับช้าง,Pho Prathap Chang,0
66030200,ไผ่ท่าโพ,Phai Tha Pho,0
66030300,วังจิก,Wang Chik,0
66030400,ไผ่รอบ,Phai Rop,0
66030500,ดงเสือเหลือง,Dong Suea Lueang,0
66030600,เนินสว่าง,Noen Sawang,0
66030700,ทุ่งใหญ่,Thung Yai,0
66040000,ตะพานหิน,Taphan Hin,0
66040100,ตะพานหิน,Taphan Hin,0
66040200,งิ้วราย,Ngio Rai,0
66040300,ห้วยเกตุ,Huai Ket,0
66040400,ไทรโรงโขน,Sai Rong Khon,0
66040500,หนองพยอม,Nong Phayom,0
66040600,ทุ่งโพธิ์,Thung Pho,0
66040700,ดงตะขบ,Dong Takhop,0
66040800,คลองคูณ,Khlong Khun,0
66040900,วังสำโรง,Wang Samrong,0
66041000,วังหว้า,Wang Wa,0
66041100,วังหลุม,Wang Lum,0
66041200,ทับหมัน,Thap Man,0
66041300,ไผ่หลวง,Phai Luang,0
66049600,ท้ายทุ่ง*,Thai Thung,25490101
66049700,เขาเจ็ดลูก*,Khao Chet Luk,25490101
66049800,เขาทราย*,Khao Sai,25490101
66049900,ทับคล้อ*,Thap Khlo,25490101
66050000,บางมูลนาก,Bang Mun Nak,0
66050100,บางมูลนาก,Bang Mun Nak,0
66050200,บางไผ่,Bang Phai,0
66050300,หอไกร,Ho Krai,0
66050400,เนินมะกอก,Noen Makok,0
66050500,วังสำโรง,Wang Samrong,0
66050600,ภูมิ,Phum,0
66050700,วังกรด,Wang Krot,0
66050800,ห้วยเขน,Huai Khen,0
66050900,วังตะกู,Wang Taku,0
66051000,สำนักขุนเณร*,Samnak Khun Nen,25490101
