รหัสสำนักทะเบียน/อำเภอ,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาไทย,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
2008,อำเภอเกาะสีชัง,Ko Sichang District,0
2009,อำเภอสัตหีบ,Sattahip District,0
2010,อำเภอบ่อทอง,Bo Thong District,0
2011,อำเภอเกาะจันทร์,Ko Chan District,0
2051,สาขาตำบลบางเสร่,Bang Sare Branch,25550101
2059,ท้องถิ่นเทศบาลเมืองปรกฟ้า,Prok Fa Town Municipality,25630326
2060,ท้องถิ่นเทศบาลตำบลเกล็ดแก้ว,Kret Kaeo Sub-district Municipality,0
2061,ท้องถิ่นเทศบาลตำบลเขตรอุดมศักดิ์,Khet Udom Sak Sub-district Municipality,0
2062,ท้องถิ่นเทศบาลตำบลหนองชาก,Nong Chak Sub-district Municipality,25550101
2063,ท้องถิ่นเทศบาลตำบลหมอนนาง,Mon Nang Sub-district Municipality,0
2064,ท้องถิ่นเทศบาลตำบลตะเคียนเตี้ย,Takhian Tia Sub-district Municipality,0
2065,ท้องถิ่นเทศบาลตำบลเสม็ด,Samet Sub-district Municipality,0
2066,ท้องถิ่นเทศบาลตำบลดอนหัวฬ่อ,Don Hua Lo Sub-district Municipality,0
2067,ท้องถิ่นเทศบาลตำบลห้วยกะปิ,Huai Kapi Sub-district Municipality,0
2068,ท้องถิ่นเทศบาลตำบลนาป่า,Na Pa Sub-district Municipality,0
2069,ท้องถิ่นเทศบาลตำบลหนองไม้แดง,Nong Maidaeng Sub-district Municipality,0
2070,ท้องถิ่นเทศบาลตำบลธาตุทอง,That Thong Sub-district Municipality,0
2071,ท้องถิ่นเทศบาลตำบลโป่ง,Pong Sub-district Municipality,0
2072,ท้องถิ่นเทศบาลเมืองหนองปรือ,Nong Prue Town Municipality,0
2073,ท้องถิ่นเทศบาลตำบลท่าบุญมี,Tha Bunmi Sub-district Municipality,0
2074,ท้องถิ่นเทศบาลตำบลเกาะจันทร์,Ko Chan Sub-district Municipality,0
2075,ท้องถิ่นเทศบาลตำบลบ่อทอง,Bo Thong Sub-district Municipality,0
2076,ท้องถิ่นเทศบาลเมืองสัตหีบ,Sattahip Town Municipality,0
2077,ท้องถิ่นเทศบาลตำบลบางเสร่,Bang Sare Sub-district Municipality,0
2078,ท้องถิ่นเทศบาลตำบลนาจอมเทียน,Na Chom Thian Sub-district Municipality,0
2079,ท้องถิ่นเทศบาลตำบลเกาะสีชัง,Ko Si  Chang Sub-district Municipality,0
2080,ท้องถิ่นเทศบาลนครเจ้าพระยาสุรศักดิ์,Chaophraya Surasak City Municipality,0
2081,ท้องถิ่นเทศบาลตำบลบางพระ,Bang Phra Sub-district Municipality,0
2082,ท้องถิ่นเทศบาลตำบลหนองตำลึง,Nong Tamlueng Sub-district Municipality,0
2083,ท้องถิ่นเทศบาลตำบลพานทอง,Phan Thong Sub-district Municipality,0
2084,ท้องถิ่นเทศบาลตำบลห้วยใหญ่,Huai Yai Sub-district Municipality,0
2085,ท้องถิ่นเทศบาลตำบลบางละมุง,Bang Lamung Sub-district Municipality,0
2086,ท้องถิ่นเทศบาลตำบลหนองใหญ่,Nong Yai Sub-district Municipality,0
2087,ท้องถิ่นเทศบาลตำบลหัวกุญแจ,Huakunchae Sub-district Municipality,0
2088,ท้องถิ่นเทศบาลตำบลหนองไผ่แก้ว,Nong Phai Kaeo Sub-district Municipality,0
2089,ท้องถิ่นเทศบาลเมืองอ่างศิลา,Ang Sila Town Municipality,0
2090,ท้องถิ่นเทศบาลเมืองบ้านสวน,Ban Suan Town Municipality,0
2091,ท้องถิ่นเทศบาลตำบลบางทราย,Bang Sai Sub-district Municipality,0
2092,ท้องถิ่นเทศบาลตำบลคลองตำหรุ,Khlong Tam Ru Sub-district Municipality,0
2093,ท้องถิ่นเทศบาลนครแหลมฉบัง,Laem Chabang City Municipality,0
2094,ท้องถิ่นเทศบาลเมืองแสนสุข,Saen Suk Town Municipality,0
2095,ท้องถิ่นเทศบาลเมืองบ้านบึง,Ban Bueng Town Municipality,0
2096,ท้องถิ่นเมืองพัทยา,Pattaya Town Municipality,0
2097,ท้องถิ่นเทศบาลเมืองศรีราชา,Si Racha Town Municipality,0
2098,ท้องถิ่นเทศบาลเมืองพนัสนิคม,Phanat Nikhom Town Municipality,0
2099,ท้องถิ่นเทศบาลเมืองชลบุรี,Chon Buri Town Municipality,0
2100,จังหวัดระยอง,Rayong Province,0
2101,อำเภอเมืองระยอง,Mueang Rayong District,0
2102,อำเภอบ้านฉาง,Ban Chang District,0
2103,อำเภอแกลง,Klaeng District,0
2104,อำเภอวังจันทร์,Wang Chan District,0
2105,อำเภอบ้านค่าย,Ban Khai District,0
2106,อำเภอปลวกแดง,Pluak Daeng District,0
2107,อำเภอเขาชะเมา,Khao Chamao District,0
2108,อำเภอนิคมพัฒนา,Nikhom Phatthana District,0
2109,กิ่งอำเภอสุนทรภู่,Sunthorn Phu Minor District,25550101
2151,สาขาตำบลมาบข่า,Map Kha Branch,25550101
2177,ท้องถิ่นเทศบาลตำบลพลา,Phala Sub-district Municipality,0
2178,ท้องถิ่นเทศบาลตำบลเนินฆ้อ,Noen Kho Sub-district Municipality,0
2179,ท้องถิ่นเทศบาลตำบลทับมา,Thap Ma Sub-district Municipality,0
2180,ท้องถิ่นเทศบาลตำบลบ้านนา,Ban Na Sub-district Municipality,0
2181,ท้องถิ่นเทศบาลตำบลมาบข่าพัฒนา,Mab Kha Pattana Sab-District Municipality,0
2182,ท้องถิ่นเทศบาลตำบลบ้านฉาง,Ban Chang Sub-district Municipality,0
2183,ท้องถิ่นเทศบาลตำบลมะขามคู่,Makham Khu Sub-district Municipality,0
2184,ท้องถิ่นเทศบาลตำบลนิคมพัฒนา,Nikhom Phatthana Sub-district Municipality,0
2185,ท้องถิ่นเทศบาลตำบลบ้านปลวกแดง,Ban Pluak Daeng Sub-district Municipality,0
2186,ท้องถิ่นเทศบาลตำบลจอมพลเจ้าพระยา,Chomphon Chaophraya Sub-district Municipality,0
2187,ท้องถิ่นเทศบาลตำบลบ้านค่าย,Ban Khai Sub-district Municipality,0
2188,ท้องถิ่นเทศบาลตำบลชุมแสง,Chumsaeng Sub-district Municipality,0
2189,ท้องถิ่นเทศบาลตำบลสุนทรภู่,Sunthon Phu Sub-district Municipality,0
2190,ท้องถิ่นเทศบาลตำบลปากน้ำประแส,Paknam Pra Sae Sub-district Municipality,0
2191,ท้องถิ่นเทศบาลตำบลทุ่งควายกิน,Thung Khwai Kin Sub-district Municipality,0
2192,ท้องถิ่นเทศบาลตำบลกองดิน,Kon Din Sub-district Municipality,0
2193,ท้องถิ่นเทศบาลตำบลสำนักท้อน,Samnak Thon Sub-district Municipality,0
2194,ท้องถิ่นเทศบาลเมืองบ้านฉาง,Ban Chang Town Municipality,0
2195,ท้องถิ่นเทศบาลตำบลบ้านเพ,Ban Phae Sub-district Municipality,0
2196,ท้องถิ่นเทศบาลตำบลแกลงกะเฉด,Klaeng Kachet Sub-district Municipality,0
2197,ท้องถิ่นเทศบาลเมืองมาบตาพุด,Map Ta Phut Town Municipality,0
2198,ท้องถิ่นเทศบาลตำบลเมืองแกลง,Mueang Klaeng Sub-district Municipality,0
2199,ท้องถิ่นเทศบาลนครระยอง,Rayong City Municipality,0
2200,จังหวัดจันทบุรี,Chanthaburi Province,0
2201,อำเภอเมืองจันทบุรี,Mueang Chanthaburi District,0
2202,อำเภอขลุง,Khlung District,0
2203,อำเภอท่าใหม่,Tha Mai District,0
2204,อำเภอโป่งน้ำร้อน,Pong Nam Ron District,0
2205,อำเภอมะขาม,Makham District,0
2206,อำเภอแหลมสิงห์,Laem Sing District,0
2207,อำเภอสอยดาว,Soi Dao District,0
2208,อำเภอแก่งหางแมว,Kaeng Hang Maeo District,0
2209,อำเภอนายายอาม,Na Yai Am District,0
2210,อำเภอเขาคิชฌกูฏ,Khao Khitchakut District,0
2272,ท้องถิ่นเทศบาลตำบลเขาบายศรี,Khaobaisri Sub-district Municipality,0
2273,ท้องถิ่นเทศบาลตำบลคลองใหญ่,KLONGYAI Sub-district Municipality,0
2274,ท้องถิ่นเทศบาลตำบลหนองตาคง,NONGTAKONG Sub-district Municipality,0
2275,ท้องถิ่นเทศบาลตำบลตกพรม,Tokprom Sub-district Municipality,0
2276,ท้องถิ่นเทศบาลตำบลเกวียนหัก,Kwianhug Sub-district Municipality,0
2277,ท้องถิ่นเทศบาลตำบลบ่อ,Bor Sub-district Municipality,0
2278,ท้องถิ่นเทศบาลตำบลชากไทย,Chakthai Sub-district Municipality,0
2279,ท้องถิ่นเทศบาลตำบลตะเคียนทอง,Takiantong Sub-district Municipality,0
2280,ท้องถิ่นเทศบาลตำบลเกาะขวาง,Kohkwang Sub-district Municipality,0
2281,ท้องถิ่นเทศบาลตำบลบ่อเวฬุ,Borwen Sub-district Municipality,0
2282,ท้องถิ่นเทศบาลตำบลพลวง,Phluang Sub-district Municipality,0
2283,ท้องถิ่นเทศบาลตำบลทับช้าง,Thapchang Sub-district Municipality,0
2284,ท้องถิ่นเทศบาลตำบลนายายอาม,Na Yai Am Sub-district Municipality,0
2285,ท้องถิ่นเทศบาลตำบลสอยดาว,Soi Dao Sub-district Municipality,0
2286,ท้องถิ่นเทศบาลตำบลพลิ้ว,Phlio Sub-district Municipality,0
2287,ท้องถิ่นเทศบาลตำบลปากน้ำแหลมสิงห์,Paknam Laem Sing Sub-district Municipality,0
2288,ท้องถิ่นเทศบาลตำบลมะขาม,Makham Sub-district Municipality,0
2289,ท้องถิ่นเทศบาลตำบลโป่งน้ำร้อน,Pong Nam Ron Sub-district Municipality,0
2290,ท้องถิ่นเทศบาลตำบลหนองคล้า,Nong Khla Sub-district Municipality,0
2291,ท้องถิ่นเทศบาลตำบลเนินสูง,Noen Sung Sub-district Municipality,0
2292,ท้องถิ่นเทศบาลตำบลหนองบัว,Nong Bua Sub-district Municipality,0
2293,ท้องถิ่นเทศบาลตำบลพลับพลานารายณ์,Phlapphla Narai Sub-district Municipality,0
